"LastContentModifiedDate","Status","ResourceUsageCurrent","ResourceUsageAverage","StorageUsageCurrent","LockIssue","WebsCount","CompatibilityLevel","DisableSharingForNonOwnersStatus","HubSiteId","IsHubSite","RelatedGroupId","GroupId","Url","LocaleId","LockState","Owner","StorageQuota","StorageQuotaWarningLevel","ResourceQuota","ResourceQuotaWarningLevel","Template","Title","AllowSelfServiceUpgrade","DenyAddAndCustomizePages","PWAEnabled","SharingCapability","SiteDefinedSharingCapability","SandboxedCodeActivationCapability","DisableCompanyWideSharingLinks","DisableAppViews","DisableFlows","StorageQuotaType","RestrictedToGeo","ShowPeoplePickerSuggestionsForGuestUsers","SharingDomainRestrictionMode","SharingAllowedDomainList","SharingBlockedDomainList","ConditionalAccessPolicy","AllowDownloadingNonWebViewableFiles","LimitedAccessFileType","AllowEditing","SensitivityLabel","CommentsOnSitePagesDisabled","SocialBarOnSitePagesDisabled","DefaultSharingLinkType","DefaultLinkPermission","AnonymousLinkExpirationInDays","OverrideTenantAnonymousLinkExpirationPolicy","ExternalUserExpirationInDays","OverrideTenantExternalUserExpirationPolicy"
"7/10/2020 4:13:01 AM","Active","0","0","16",,"0","15",,"00000000-0000-0000-0000-000000000000","False","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","https://yavatmal3.sharepoint.com/sites/classic","1033","Unlock","aditya@yavatmal3.onmicrosoft.com","26214400","25574400","300","0","STS#0","Classic","True","Disabled","Disabled","Disabled","Disabled","Unknown","Unknown","Unknown","Unknown",,"Unknown","False","None",,,"AllowFullAccess","False","OfficeOnlineFilesOnly","False",,"False","False","None","None","0","False","0","False"
"7/12/2020 6:22:27 PM","Active","0","0","2",,"0","15",,"00000000-0000-0000-0000-000000000000","False","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","https://yavatmal3.sharepoint.com/sites/appcatalog","1033","Unlock","aditya@yavatmal3.onmicrosoft.com","26214400","25574400","300","0","APPCATALOG#0","AppCatalog","True","Disabled","Disabled","Disabled","Disabled","Unknown","Unknown","Unknown","Unknown",,"Unknown","False","None",,,"AllowFullAccess","False","OfficeOnlineFilesOnly","False",,"False","False","None","None","0","False","0","False"
"7/12/2020 6:22:27 PM","Active","0","0","27",,"0","15",,"00000000-0000-0000-0000-000000000000","False","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","https://yavatmal3.sharepoint.com/search","1033","Unlock","","26214400","25574400","0","0","SRCHCEN#0","","True","Disabled","Disabled","Disabled","Disabled","Unknown","Unknown","Unknown","Unknown",,"Unknown","False","None",,,"AllowFullAccess","False","OfficeOnlineFilesOnly","False",,"False","False","None","None","0","False","0","False"
"7/12/2020 6:22:28 PM","Active","0","0","1",,"0","15",,"00000000-0000-0000-0000-000000000000","False","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","https://yavatmal3.sharepoint.com/sites/MetalogixModernTeam","1033","Unlock","","26214400","25574400","300","200","GROUP#0","MetalogixModernTeam","True","Enabled","Disabled","ExternalUserSharingOnly","ExternalUserSharingOnly","Unknown","Unknown","Unknown","Unknown",,"Unknown","False","None",,,"AllowFullAccess","False","OfficeOnlineFilesOnly","False",,"False","False","None","None","0","False","0","False"
"7/12/2020 6:22:30 PM","Active","0","0","2",,"0","15",,"00000000-0000-0000-0000-000000000000","False","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","https://yavatmal3.sharepoint.com/sites/test","1033","Unlock","aditya@yavatmal3.onmicrosoft.com","26214400","25574400","300","0","STS#0","test","True","Disabled","Disabled","Disabled","Disabled","Unknown","Unknown","Unknown","Unknown",,"Unknown","False","None",,,"AllowFullAccess","False","OfficeOnlineFilesOnly","False",,"False","False","None","None","0","False","0","False"
"7/12/2020 6:22:28 PM","Active","0","0","2",,"0","15",,"00000000-0000-0000-0000-000000000000","False","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","https://yavatmal3.sharepoint.com/sites/dev","1033","Unlock","aditya@yavatmal3.onmicrosoft.com","26214400","25574400","300","0","STS#0","dev","True","Disabled","Disabled","Disabled","Disabled","Unknown","Unknown","Unknown","Unknown",,"Unknown","False","None",,,"AllowFullAccess","False","OfficeOnlineFilesOnly","False",,"False","False","None","None","0","False","0","False"
"7/12/2020 6:22:27 PM","Active","0","0","1",,"0","15",,"00000000-0000-0000-0000-000000000000","False","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","https://yavatmal3.sharepoint.com/sites/blog","1033","Unlock","aditya@yavatmal3.onmicrosoft.com","26214400","25574400","300","0","BLOG#0","blog","True","Disabled","Disabled","Disabled","Disabled","Unknown","Unknown","Unknown","Unknown",,"Unknown","False","None",,,"AllowFullAccess","False","OfficeOnlineFilesOnly","False",,"False","False","None","None","0","False","0","False"
"7/12/2020 6:22:28 PM","Active","0","0","1",,"0","15",,"00000000-0000-0000-0000-000000000000","False","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","https://yavatmal3.sharepoint.com/sites/o365","1033","Unlock","","26214400","25574400","300","200","GROUP#0","tES0365gROUP","True","Enabled","Disabled","ExternalUserSharingOnly","ExternalUserSharingOnly","Unknown","Unknown","Unknown","Unknown",,"Unknown","False","None",,,"AllowFullAccess","False","OfficeOnlineFilesOnly","False",,"False","False","None","None","0","False","0","False"
"7/12/2020 6:22:27 PM","Active","0","0","13",,"0","15",,"00000000-0000-0000-0000-000000000000","False","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","https://yavatmal3.sharepoint.com/","1033","Unlock","","26214400","25574400","300","255","EHS#1","yavatmal3 Team Site","True","Enabled","Disabled","ExternalUserAndGuestSharing","ExternalUserAndGuestSharing","Unknown","Unknown","Unknown","Unknown",,"Unknown","False","None",,,"AllowFullAccess","False","OfficeOnlineFilesOnly","False",,"False","False","None","None","0","False","0","False"
"7/12/2020 6:22:28 PM","Active","0","0","1",,"0","15",,"00000000-0000-0000-0000-000000000000","False","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","https://yavatmal3.sharepoint.com/sites/nEWcOMMUNICATION","1033","Unlock","","26214400","25574400","300","200","GROUP#0","nEWcOMMUNICATION","True","Enabled","Disabled","ExternalUserSharingOnly","ExternalUserSharingOnly","Unknown","Unknown","Unknown","Unknown",,"Unknown","False","None",,,"AllowFullAccess","False","OfficeOnlineFilesOnly","False",,"False","False","None","None","0","False","0","False"
"7/12/2020 6:22:30 PM","Active","0","0","2",,"0","15",,"00000000-0000-0000-0000-000000000000","False","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","https://yavatmal3.sharepoint.com/sites/TeamMigration","1033","Unlock","","26214400","25574400","300","200","GROUP#0","TeamMigration","True","Enabled","Disabled","ExternalUserSharingOnly","ExternalUserSharingOnly","Unknown","Unknown","Unknown","Unknown",,"Unknown","False","None",,,"AllowFullAccess","False","OfficeOnlineFilesOnly","False",,"False","False","None","None","0","False","0","False"
"7/12/2020 6:22:28 PM","Active","0","0","1",,"0","15",,"00000000-0000-0000-0000-000000000000","False","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","https://yavatmal3.sharepoint.com/sites/DefaultGroup","1033","Unlock","","26214400","25574400","300","200","GROUP#0","DefaultGroup","True","Enabled","Disabled","ExternalUserSharingOnly","ExternalUserSharingOnly","Unknown","Unknown","Unknown","Unknown",,"Unknown","False","None",,,"AllowFullAccess","False","OfficeOnlineFilesOnly","False",,"False","False","None","None","0","False","0","False"
"7/12/2020 6:22:28 PM","Active","0","0","11",,"0","15",,"00000000-0000-0000-0000-000000000000","False","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","https://yavatmal3.sharepoint.com/sites/RaviTest","1033","Unlock","kajal@yavatmal3.onmicrosoft.com","26214400","25574400","300","200","GROUP#0","RaviTest","True","Enabled","Disabled","ExternalUserSharingOnly","ExternalUserSharingOnly","Unknown","Unknown","Unknown","Unknown",,"Unknown","False","None",,,"AllowFullAccess","False","OfficeOnlineFilesOnly","False",,"False","False","None","None","0","False","0","False"
"7/12/2020 6:22:30 PM","Active","0","0","1",,"0","15",,"00000000-0000-0000-0000-000000000000","False","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","https://yavatmal3.sharepoint.com/sites/testnew","1033","Unlock","","26214400","25574400","300","200","GROUP#0","testnew","True","Enabled","Disabled","ExternalUserSharingOnly","ExternalUserSharingOnly","Unknown","Unknown","Unknown","Unknown",,"Unknown","False","None",,,"AllowFullAccess","False","OfficeOnlineFilesOnly","False",,"False","False","None","None","0","False","0","False"
"7/12/2020 6:22:28 PM","Active","0","0","2",,"0","15",,"00000000-0000-0000-0000-000000000000","False","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","https://yavatmal3.sharepoint.com/sites/Communication","1033","Unlock","aditya@yavatmal3.onmicrosoft.com","26214400","25574400","300","200","SITEPAGEPUBLISHING#0","Communication","True","Enabled","Disabled","Disabled","Disabled","Unknown","Unknown","Unknown","Unknown",,"Unknown","False","None",,,"AllowFullAccess","False","OfficeOnlineFilesOnly","False",,"False","False","None","None","0","False","0","False"
"7/12/2020 6:22:27 PM","Active","0","0","1",,"0","15",,"00000000-0000-0000-0000-000000000000","False","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","https://yavatmal3.sharepoint.com/sites/0365","1033","Unlock","","26214400","25574400","300","200","GROUP#0","0365","True","Enabled","Disabled","ExternalUserSharingOnly","ExternalUserSharingOnly","Unknown","Unknown","Unknown","Unknown",,"Unknown","False","None",,,"AllowFullAccess","False","OfficeOnlineFilesOnly","False",,"False","False","None","None","0","False","0","False"
"7/12/2020 6:22:28 PM","Active","0","0","1",,"0","15",,"00000000-0000-0000-0000-000000000000","False","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","https://yavatmal3.sharepoint.com/sites/ModernCommunication","1033","Unlock","kashinath@yavatmal3.onmicrosoft.com","26214400","25574400","300","200","SITEPAGEPUBLISHING#0","ModernCommunication","True","Enabled","Disabled","Disabled","Disabled","Unknown","Unknown","Unknown","Unknown",,"Unknown","False","None",,,"AllowFullAccess","False","OfficeOnlineFilesOnly","False",,"False","False","None","None","0","False","0","False"
"7/12/2020 6:22:30 PM","Active","0","0","20",,"0","15",,"00000000-0000-0000-0000-000000000000","False","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","https://yavatmal3.sharepoint.com/sites/team","1033","Unlock","aditya@yavatmal3.onmicrosoft.com","26214400","25574400","300","0","STS#0","team","True","Disabled","Disabled","ExternalUserSharingOnly","ExternalUserSharingOnly","Unknown","Unknown","Unknown","Unknown",,"Unknown","False","None",,,"AllowFullAccess","False","OfficeOnlineFilesOnly","False",,"False","False","None","None","0","False","0","False"
"7/12/2020 6:22:28 PM","Active","0","0","29",,"0","15",,"00000000-0000-0000-0000-000000000000","False","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","https://yavatmal3.sharepoint.com/sites/ModernTeam","1033","Unlock","kajal@yavatmal3.onmicrosoft.com","26214400","25574400","300","200","GROUP#0","ModernTeam","True","Enabled","Disabled","ExternalUserSharingOnly","ExternalUserSharingOnly","Unknown","Unknown","Unknown","Unknown",,"Unknown","False","None",,,"AllowFullAccess","False","OfficeOnlineFilesOnly","False",,"False","False","None","None","0","False","0","False"
"7/12/2020 6:22:28 PM","Active","0","0","2",,"0","15",,"00000000-0000-0000-0000-000000000000","False","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","https://yavatmal3.sharepoint.com/sites/ExternalUsers","1033","Unlock","","26214400","25574400","300","200","GROUP#0","ExternalUsers","True","Enabled","Disabled","ExternalUserSharingOnly","ExternalUserSharingOnly","Unknown","Unknown","Unknown","Unknown",,"Unknown","False","None",,,"AllowFullAccess","False","OfficeOnlineFilesOnly","False",,"False","False","None","None","0","False","0","False"
"7/10/2020 7:43:32 AM","Active","0","0","28",,"0","15",,"00000000-0000-0000-0000-000000000000","False","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","https://yavatmal3.sharepoint.com/sites/wiki","1033","Unlock","aditya@yavatmal3.onmicrosoft.com","26214400","25574400","300","0","ENTERWIKI#0","wiki","True","Disabled","Disabled","Disabled","Disabled","Unknown","Unknown","Unknown","Unknown",,"Unknown","False","None",,,"AllowFullAccess","False","OfficeOnlineFilesOnly","False",,"False","False","None","None","0","False","0","False"
"7/12/2020 6:22:27 PM","Active","0","0","1",,"0","15",,"00000000-0000-0000-0000-000000000000","False","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","https://yavatmal3.sharepoint.com/portals/hub","1033","Unlock","","26214400","25574400","0","0","POINTPUBLISHINGHUB#0","PointPublishing Hub Site","True","Enabled","Disabled","Disabled","Disabled","Unknown","Unknown","Unknown","Unknown",,"Unknown","False","None",,,"AllowFullAccess","False","OfficeOnlineFilesOnly","False",,"False","False","None","None","0","False","0","False"
"7/12/2020 6:22:28 PM","Active","0","0","2",,"0","15",,"00000000-0000-0000-0000-000000000000","False","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","https://yavatmal3.sharepoint.com/sites/community","1033","Unlock","aditya@yavatmal3.onmicrosoft.com","26214400","25574400","300","0","COMMUNITY#0","community","True","Disabled","Disabled","Disabled","Disabled","Unknown","Unknown","Unknown","Unknown",,"Unknown","False","None",,,"AllowFullAccess","False","OfficeOnlineFilesOnly","False",,"False","False","None","None","0","False","0","False"
